Species,n,PPT_optimum_tc,PPT_optimum_ch,MAT_optimum_tc,MAT_optimum_ch
Ilex gabinetensis,35,1588.174286,2080.857143,16.8972619,154.0285714
Ilex gabrielleana,29,2265.668966,2042.724138,22.65517241,216.3448276
Ilex goudotii,29,1225.658621,1452.172414,16.86479885,156.862069
Ilex guayusa,106,2749.553774,2756.650943,21.97712264,214.9716981
Ilex hippocrateoides,62,1187.535484,1280.903226,17.08797043,162.1451613
Ilex hualgayoca,24,1182.829167,1665.375,16.603125,147.0416667
Ilex karstenii,21,1157.533333,1553.190476,14.41527778,137.4285714
Ilex laurina,179,1826.149162,2068.709497,17.39788175,163.7206704
Ilex maxima,34,2725.641176,3404.735294,19.61531863,188.8823529
Ilex microdonta,91,1802.920879,1894.384615,17.02477106,169.3736264
Ilex myricoides,68,1308.064706,1465.147059,14.01758578,128.6323529
Ilex nervosa,85,1772.252941,1922.658824,16.54039216,156.1529412
Ilex petiolaris,41,1929.739024,1940.902439,22.98953252,221.4146341
Ilex rimbachii,12,1239.591667,1460.75,15.98333333,153.5
Ilex rupicola,29,1119.131034,1197.586207,14.11020115,131.5172414
Ilex sessiliflora,34,1152.941176,1554.735294,14.37892157,128.5588235
Ilex teratopis,50,1250.24,1538.9,16.80516667,150.7
Ilex villosula,12,1283.883333,1540.833333,19.06319444,168.5
Ilex weberlingii,32,993.546875,1234.3125,15.61875,141.09375
Incadendron esseri,20,1273.595,1852.4,18.27333333,162.75
Inga acreana,196,2563.334184,2598.464286,23.47933673,228.5867347
Inga acrocephala,114,2698.890351,2617.745614,24.43055556,235.4649123
Inga adenophylla,141,1302.500709,1223.744681,19.77780733,188.9503546
Inga alba,394,2589.656599,2559.852792,24.4671214,236.2639594
Inga auristellae,171,2871.137427,3035.368421,25.14018031,242.4912281
Inga bourgoni,118,2629.966949,2671.177966,25.10286017,241.279661
Inga brachyrhachis,95,2844.008421,3021.126316,25.73609649,245.1473684
Inga capitata,313,2699.641534,2813.36859,24.83923056,241.3301282
Inga cecropietorum,21,2711.861905,2541.285714,24.92460317,234.8095238
Inga chartacea,149,2525.345638,2495.684564,24.46098993,237.4563758
Inga ciliata,98,3097.355102,3345.071429,23.81045918,231.9693878
Inga cinnamomea,124,2831.655285,2942.672131,24.88882114,239.6557377
Inga cordatoalata,76,2859.584211,3145.671053,24.68574561,238.1973684
Inga coruscans,151,2584.224503,2610.053691,23.76197572,231.4630872
Inga cylindrica,153,2079.073856,2183.54902,23.94041394,228.9019608
Inga edulis,397,2366.843687,2370.030303,23.19753788,226.1893939
Inga extra-nodis,29,1997.382759,2196.551724,17.48017241,166.6206897
Inga fendleriana,64,1274.98125,1406.046875,18.39980469,174.9375
Inga gracilifolia,47,2724.065957,2815.978723,25.68882979,243.6595745
Inga gracilior,124,2849.991935,2899.580645,23.83165323,230.6048387
Inga heterophylla,281,2475.377936,2456.69395,24.69568505,237.0106762
Inga ilta,32,3263.765625,3403.90625,23.51263021,231.90625
Inga insignis,81,1201.861728,1241.777778,15.84614198,149.9876543
Inga killipiana,14,1877.157143,1604.928571,21.84196429,208
Inga laurina,174,2264.678736,2350.132184,24.3003592,234.9022989
Inga leiocalycina,158,2550.510759,2628.708861,24.24504219,233.6518987
Inga lopadadenia,38,2864.455263,2792.973684,24.50789474,237.4210526
Inga macrophylla,151,2500.72649,2505.860927,23.89346026,231.4304636
Inga marginata,668,2247.08024,2250.296241,22.80224551,221.6315789
Inga megaphylla,44,2779.272727,2809.795455,26.14223485,248.2045455
Inga multinervis,98,2750.423469,2854.020619,22.62321429,220.7628866
Inga nobilis,654,2443.270031,2468.429664,24.02311417,232.1039755
Inga oerstediana,359,2122.271788,2158.904762,22.00630819,213.697479
Inga pezizifera,164,2866.832927,2829.963415,24.54626524,234.7987805
Inga poeppigiana,26,2580.876923,2824.653846,24.62564103,239.5384615
Inga pruriens,58,2602.910345,2632.844828,25.22420977,242.6724138
Inga punctata,597,2517.60603,2557.47138,23.81355388,229.959596
Inga ruiziana,259,2697.123166,2779.250965,23.78249678,232.2007722
Inga sapindoides,222,2302.381081,2308.297297,23.4431494,228.3513514
Inga sertulifera,137,2853.937956,2988.131387,24.64154501,237.810219
Inga setosa,76,2377.331579,2240.842105,22.86496711,222.8815789
Inga sierrae,59,2337.015254,2231.677966,17.73072034,169.0847458
Inga silanchensis,33,1877.478788,2083.818182,20.99583333,208.7272727
Inga splendens,51,2422.111765,2454.803922,25.54256536,246.3529412
Inga stenoptera,154,2618.866234,2637.487013,25.50863095,243.1818182
Inga stipularis,62,2716.345161,2853.532258,25.92224462,243.7580645
Inga striata,174,1552.954023,1471.833333,20.35871648,195.3735632
Inga suaveolens,39,3000.497436,3297.435897,22.88055556,224.4871795
Inga tenuistipula,140,2897.451079,3027.121429,25.01088129,243.1714286
Inga thibaudiana,500,2645.863,2681.212,24.814675,239.042
Inga tocacheana,48,2674.625,2838.5,23.7203125,232.0833333
Inga tomentosa,60,1994.828333,2032.9,23.03618056,223.5
Inga umbellifera,314,2611.254777,2612.152866,24.17107219,233.1305732
Inga velutina,84,2747.54881,2742.714286,23.75565476,229.547619
Inga venusta,75,3167.340541,3365.567568,23.62511261,226.6756757
Inga vera,278,2133.923741,1968.553957,25.03195444,241.0935252
Inga vismiifolia,52,2924.551923,3000.788462,24.15448718,234.0384615
Iryanthera grandis,25,3338.136,3692.12,24.476,240.64
Iryanthera juruensis,456,2741.555482,2845.421978,25.3527595,244.0703297
Iryanthera laevis,240,2785.59625,2913.591667,25.97935764,245.8208333
Iryanthera paraensis,141,2800.251773,2840.744681,25.47183806,244.070922
Iryanthera ulei,251,3269.0032,3316.487903,25.83261667,247.8548387
Isertia krausei,11,1343.090909,1294.272727,18.40075758,179
Isertia laevis,368,2801.265217,2876.45082,22.81852355,222.1557377
Ixora brevifolia,17,1464.441176,1011.235294,20.63848039,205
Jacaranda copaia,324,2644.504321,2670.709877,25.07079475,242.2067901
Jacaranda glabra,136,2486.908088,2451.080882,24.17129289,236.4117647
Jacaratia chocoensis,11,1831.172727,1977.090909,20.84280303,200.3636364
Jacaratia digitata,228,2431.159649,2444.315789,24.4371345,237.7982456
Joosia dichotoma,38,2113.089474,2308.973684,23.75087719,231.7105263
Joosia umbellifera,84,2567.684524,2788.285714,21.59424603,208.9761905
Juglans australis,78,821.8064103,855.7179487,19.22152778,174.5384615
Juglans boliviana,36,1353.166667,1264.333333,20.06481481,191.7222222
Juglans neotropica,332,1318.521988,1308.822289,15.10970131,146.2710843
Kielmeyera paniculata,17,1808.082353,1304.588235,22.89754902,228.2352941
Klarobelia cauliflora,25,2836.48,2829.56,25.4195,241.44
Klarobelia napoensis,44,3017.6,3355.386364,23.83958333,230.3863636
Kutchubaea semisericea,52,2886.4,2993.557692,24.9275641,240.5576923
Lacistema aggregatum,530,2314.256038,2319.764151,24.41475629,236.0283019
Lacistema macbridei,28,2721.532143,2670,25.73258929,247.1785714
Lacmellea arborescens,77,2527.715584,2522.688312,25.07429654,240.6363636
Ladenbergia acutifolia,22,2169.113636,2425.818182,22.07708333,211.3181818
Ladenbergia amazonensis,102,2589.803922,2597.019608,25.4815768,243.0196078
Ladenbergia bullata,19,1566.163158,1742.736842,19.90504386,186.5263158
Ladenbergia carua,44,1598.188636,1532.477273,20.41988636,197.7272727
Ladenbergia macrocarpa,130,1857.476923,2140.030769,16.09887821,152.4692308
Ladenbergia oblongifolia,357,2013.261905,2019.053221,21.02806956,204.5518207
Ladenbergia pavonii,51,1640.217647,1726.058824,20.49477124,205.0196078
Ladenbergia riveroana,46,1415.532609,1613.630435,20.55226449,191.5869565
Laetia procera,173,2778.490698,2850.725146,25.46070736,243.7251462
Lecointea amazonica,31,2531.106452,2437.709677,25.4327957,246.7419355
Leonia crassa,267,2815.178277,2950.449438,24.96033084,242.2097378
Leonia glycycarpa,514,2741.927626,2860.233918,25.10371271,241.4951267
Leptobalanus apetalus,59,2901.377966,3063.457627,26.19110169,244.6101695
Leptobalanus octandrus,12,2936.308333,2910.333333,25.87569444,244.75
Leretia cordata,147,2700.283673,2744.455782,25.23276644,243.3129252
Liabum solidagineum,70,1009.204286,1024.914286,15.24684524,141.3714286
Licania harlingii,110,2927.542727,3193.59633,24.98454545,237.853211
Licania hypoleuca,152,2784.790132,2844.486842,26.07776864,245.0065789
Licania incana,18,2162.116667,2501.777778,23.29513889,217.5555556
Licania micrantha,172,3166.049419,3293.526316,25.65046027,242.4678363
Licania mollis,107,2887.018692,3138.635514,26.50712617,245.9158879
Licania monteagudensis,11,2024.172727,1941.727273,23.8780303,229.8181818
Licania triandra,25,2750.884,2859.84,25.84416667,244.04
Licaria aurea,36,2730.702778,2923.527778,25.55092593,245.1388889
Licaria canella,131,2683.835115,2799.830769,24.21001908,230.8076923
Licaria excelsa,73,2570.971233,2843.90411,23.09611872,223.3150685
Licaria guianensis,59,2704.961017,2907.016949,25.08072034,239.2542373
Licaria pucheri,24,1491.645833,1454.666667,19.82326389,185.2916667
Licaria triandra,127,1757.390551,1696.740157,23.24146982,226.9133858
Lindackeria paludosa,419,2840.478759,2963.470167,26.13598846,246.2792363
Lippia hirsuta,101,1562.837624,1627.633663,14.8044967,146.8613861
Lissocarpa uyat,21,2150.404762,2080.285714,23.47420635,230.4761905
Lonchocarpus seorsus,52,3082.594231,3352.384615,24.20224359,236.8076923
Lozanella enantiophylla,123,1422.79187,1734.414634,13.93086043,135.1463415
Lozania klugii,57,2949.049123,2991.526316,23.06966374,225.4210526
Lozania mutisiana,222,2534.207658,2552.877273,19.40677553,187.9136364
Lozania nunkui,24,1779.179167,2002.25,21.065625,192
Luehea paniculata,78,1399.284615,1268.115385,22.65774573,220.1282051
Luehea splendens,18,1566.2,1289.111111,21.12476852,210.1111111
Lunania parviflora,255,2449.383137,2374.713725,24.77787582,242.427451
Mabea anadena,39,2196.066667,2009.846154,24.46068376,240.2051282
Mabea klugii,80,3061.21125,3126.4625,23.2765625,226.7375
Mabea macbridei,69,2357.672464,2351.144928,22.53278986,215.5217391
Mabea piriri,175,2793.550857,2969.502857,25.25066667,241.5257143
Mabea speciosa,145,2837.053103,3012.075862,25.52143678,240.5793103
Machaerium acutifolium,68,1444.842647,1448.867647,23.29773284,226.1764706
Machaerium inundatum,90,2286.354444,2310.933333,26.48759259,253.0888889
Machaerium isadelphum,53,1807.215094,1728.339623,24.19874214,236.2830189
Machaerium millei,65,881.0046875,927.4262295,22.42955729,216.704918
Machaerium nyctitans,28,1558.092857,1309.607143,21.53377976,211.4642857
Machaerium pilosum,27,1219.296296,1158.111111,23.025,224.2592593
Maclura tinctoria,364,1650.812088,1538.278237,24.0893544,234.5785124
Macrocnemum roseum,201,2146.933333,2187.165,23.06954809,225.3
Macrolobium acaciifolium,270,2698.167778,2802.114815,26.16567901,247.0444444
Macrolobium angustifolium,181,3011.049724,3172.80663,26.23324125,246.0110497
Macrolobium bifolium,58,2466.168966,2568.298246,25.83031609,245.8947368
Macrolobium gracile,156,2695.335256,2787.538462,24.84300214,235.6602564
Macrolobium limbatum,114,2872.436842,3009.424779,25.88125,245.8761062
Magnolia amazonica,12,2076.883333,1566.416667,23.33020833,231.3333333
Magnolia boliviana,14,1950.9,1731.785714,23.0047619,230.4285714
Magnolia gilbertoi,18,2039.694444,2146.222222,16.34768519,169.3333333
Magnolia juninensis,11,1148.636364,1932.454545,17.975,163.9090909
Magnolia madidiensis,11,1317.809091,1187.181818,19.3719697,186.6363636
Manilkara bidentata,155,2602.949032,2675.727273,25.27623656,239.9350649
Maprounea guianensis,338,2529.826923,2581.559172,25.77469181,244.3047337
Maquira calophylla,152,2967.025,3084.342105,25.56088268,244.2565789
Maquira coriacea,114,2606.723684,2693.552632,26.45325292,250.8684211
Maquira guianensis,173,2762.745665,2796.283237,25.04029383,243.2312139
Margaritaria nobilis,501,2343.2184,2322.672,25.10500833,242.576
Marila laxiflora,156,2798.237821,2723.458065,23.88691239,233.3096774
Marila tomentosa,92,2467.853261,2400.228261,23.95203804,233.0652174
Marlierea ferruginea,21,2399.657143,2693.809524,24.44603175,229.3333333
Mascagnia divaricata,147,1837.646259,1839.027211,23.32312925,229.4965986
Matayba arborescens,128,2290.50625,2273.007813,24.83629557,237.515625
Matayba boliviana,16,1494.5375,1381.625,18.63671875,178.5625
Matayba elegans,132,2629.741667,2644.015152,24.72193813,234.6893939
Matayba guianensis,168,2320.705357,2429.77381,25.6952381,243.4345238
Matayba inelegans,117,2638.673504,2841.299145,25.44448006,237.7264957
Matayba macrocarpa,12,2573.391667,2641.083333,25.84409722,245.75
Matayba peruviana,34,2091.261765,2316.205882,23.07879902,218.5294118
Matayba purgans,81,2751.255556,2738.395062,25.47654321,244.1975309
Matayba scrobiculata,29,1786.106897,1711.137931,25.5341954,250.7241379
Matisia castano,85,3719.863529,4150.904762,23.2029902,229.1190476
Matisia cordata,191,2584.904712,2667.816754,23.46034031,228.7120419
Matisia giacomettoi,50,2210.362,2439.1,22.82858333,229.7
Matisia idroboi,91,3503.78022,3835.977778,24.43598901,236.2
Matisia malacocalyx,234,3015.462821,3261.209402,24.72480413,239.2435897
Matisia obliquifolia,145,3309.871034,3533.510345,24.11215517,235.3862069
Mauria denticulata,10,1081.16,1712.6,17.1175,158.5
Mauria heterophylla,332,1472.933735,1435.132931,18.89575803,182.3564955
Meliosma arenosa,60,1302.325,1469.883333,13.02770833,127.8833333
Meliosma boliviensis,40,2265.4575,2410.65,18.60604167,182.925
Meliosma frondosa,81,1301.767901,1466.469136,16.18240741,155.9876543
Meliosma glabrata,37,2244.481081,2295.486486,22.94515766,222.3513514
Meliosma glossophylla,41,1791.890244,1775.121951,18.29827236,174.1219512
Meliosma herbertii,149,2355.767114,2366.483221,23.90623602,233.2013423
Meliosma occidentalis,46,2656.323913,2642.543478,23.51367754,230.3695652
Meliosma petalodentata,24,1080.008333,1101.833333,15.34947917,143.5416667
Meliosma peytonii,45,1086.977778,1421.666667,16.08722222,141.0666667
Meliosma pumila,13,1260.9,1272.846154,17.51314103,172.6923077
Meliosma solomonii,11,1230.827273,1402,17.80189394,162.6363636
Meriania antioquiensis,28,2554.760714,2674.75,16.64241071,153.3571429
Meriania brachycera,66,1624.69697,1760.69697,13.59987374,130.0151515
Meriania brittoniana,31,1180.929032,1208.83871,17.55053763,165.2258065
Meriania furvanthera,20,1234.39,1180.9,15.32708333,138.25
Meriania hexamera,74,2015.916216,2193.986486,18.47623874,175.0540541
Meriania longifolia,114,1748.153509,1932.947368,19.27434211,186.754386
Meriania nobilis,132,2196.790909,2055.598485,15.75864899,146.7424242
Meriania quintuplinervis,48,2191.829787,2253.425532,15.57881206,157.2765957
Meriania rigida,35,1238.025714,1345.142857,16.12702381,149.6571429
Meriania tomentosa,216,1364.398605,1656.813953,15.13036822,144.2837209
Mezilaurus palcazuensis,13,1952.615385,1910.153846,24.06634615,237.4615385
Miconia abbreviata,92,2753.836957,2958.804348,25.13881341,241.5108696
Miconia adinantha,57,1182.968421,1450.947368,16.66973684,147.9122807
Miconia affinis,226,2459.611062,2501.154867,23.77358038,231.2345133
Miconia aggregata,97,1742.138144,1995.742268,16.00034364,156.9587629
Miconia alpina,14,859.8785714,1383.642857,10.38363095,95.92857143
Miconia amabilis,17,1255.211765,1263.470588,17.60245098,169.7647059
Miconia amnicola,33,2213.157576,2066.272727,23.89583333,231
Miconia aprica,19,1236.047368,1799.315789,17.50482456,162.5263158
Miconia aristata,14,2634.371429,3059.214286,19.84315476,174.1428571
Miconia astroplocama,50,2257.86,2526.12,22.13458333,212.26
Miconia aulocalyx,39,2597.930769,2543.769231,24.69369658,237.7435897
Miconia axinaeoides,16,1474.80625,1279.1875,20.11822917,199.125
Miconia bangii,29,1188.348276,1554.448276,16.86235632,156.8275862
Miconia barbeyana,104,1552.767308,1836.548077,19.16850962,180.3461538
Miconia biglandulosa,70,2753.99,2874.257143,24.70910714,233.7857143
Miconia boliviensis,43,1062.644186,1232.697674,14.43449612,131.0232558
Miconia brachyanthera,22,1199.459091,1857.818182,17.24886364,151.6818182
Miconia brachycalyx,65,3233.213846,3838.8,21.50935897,213.6307692
Miconia brittonii,40,1175.5725,1188.025,16.754375,157.875
Miconia calophylla,25,1331.16,1705.2,18.44583333,166.76
Miconia calvescens,386,2032.467358,2060.759067,22.32884283,215.9119171
Miconia caudata,118,2305.259322,2304.983051,19.50999294,186.279661
Miconia centrodesma,303,2801.160066,2941.326733,23.54867987,226.3069307
Miconia chrysophylla,123,2107.289431,2224.178862,24.68550136,235.9105691
Miconia cinnabarina,11,1027.709091,1261.363636,14.42613636,132.5454545
Miconia cladonia,106,1844.449057,1955.245283,14.25404874,135.0283019
Miconia clathrantha,61,1885.636066,2162.098361,17.91714481,171.4754098
Miconia coelestis,24,1215.791667,1915.333333,17.69305556,158.9583333
Miconia collatata,24,1674.904167,1531.916667,21.20121528,209.2083333
Miconia cordata,20,1255.665,1358.4,17.70770833,165.25
Miconia corymbiformis,95,1140.162105,1396.968421,12.33368421,116.2315789
Miconia crassipes,16,1275.2125,1539.25,17.72708333,165.625
Miconia crassistigma,16,994.0875,1766.875,15.7796875,144.9375
Miconia crebribullata,12,1774.4,2239.333333,15.66354167,156
Miconia cretacea,26,1543.796154,1633.5,21.87163462,211.6153846
Miconia cyanocarpa,158,1220.436076,1434.651899,18.19633439,169.0822785
Miconia dichrophylla,31,2084.16129,2083,23.90497312,229.4193548
Miconia dimorphotheca,19,919.9736842,1110.789474,11.80175439,109.4736842
Miconia dodecandra,392,2084.144643,2171.089286,21.23729804,202.1760204
Miconia dolichopoda,88,1739.203409,1923.375,16.27438447,156.25
Miconia dolichorhyncha,18,1802.455556,1607.055556,20.84699074,205.6111111
Miconia egensis,23,2754.921739,3095.913043,24.70452899,236.7391304
Miconia elata,167,2948.750299,3017.532934,24.1491517,233.5688623
Miconia elongata,51,1334.023529,1512.039216,17.9373366,166.1960784
Miconia floribunda,132,1847.083333,2145.454545,17.33929924,163.7348485
Miconia galactantha,28,1138.839286,1881.285714,16.45654762,146.0714286
Miconia glandulistyla,27,2172.548148,2335.518519,16.28024691,159.6296296
Miconia hygrophila,50,1195.91,1224.26,16.26616667,145.2
Miconia incachacana,23,1650.943478,2148.869565,16.37663043,146.826087
Miconia jahnii,144,1729.186806,1929.458333,13.32057292,126.5972222
Miconia lamprophylla,95,2735.204211,2784.263158,23.41368421,228.1473684
Miconia lasiocalyx,57,1361.921053,1692.403509,16.82163743,158.6315789
Miconia latifolia,198,1301.665152,1635.050505,10.22388468,97.18686869
Miconia lehmannii,232,2219.478879,2431.25,16.78681753,160.9267241
Miconia lepidota,127,2785.577165,2946.047244,25.69563648,239.9448819
Miconia lonchophylla,79,1928.005063,2141.21519,18.80548523,178.1518987
Miconia mandonii,34,933.8470588,1222.323529,12.48627451,115.0294118
Miconia media,64,1089.21875,1111.8125,14.00768229,132.1875
Miconia micropetala,75,1176.804,1362.946667,15.12844444,143
Miconia minutiflora,46,2444.052174,2468.108696,23.13849638,222.5217391
Miconia multispicata,194,2805.742784,2730.34715,24.40167526,236.1295337
Miconia obscura,65,1214.373846,1290.323077,15.59352564,145.7692308
Miconia orcheotoma,30,1667.546667,2079.366667,11.26125,114.1666667
Miconia pergamentacea,18,2260.772222,2359.166667,17.90046296,171.5555556
Miconia plena,30,2581.413333,3086.5,18.86638889,172.9333333
Miconia poeppigii,156,2409.910256,2471.064103,24.81298077,237
Miconia prasina,408,2344.291422,2404.419118,24.46994485,234.3455882
Miconia punctata,368,2605.39212,2670.019126,23.6004529,225.4043716
Miconia pustulata,86,1473.987209,1678.162791,12.26133721,123.372093
Miconia quadrialata,13,1136.8,1861.307692,14.4974359,124.8461538
Miconia radula,64,1241.870313,1504.984375,15.88014323,145.609375
Miconia reducens,142,3884.570423,4226.7,23.22186033,224.6714286
Miconia rubescens,11,2765.527273,2782,19.99659091,196.5454545
Miconia saltuensis,11,1218.272727,2186.727273,18.05075758,149.7272727
Miconia sandemanii,28,2370.703571,2365.5,13.44345238,117.0357143
Miconia setulosa,38,965.5184211,1454.473684,13.62379386,119.1842105
Miconia spennerostachya,127,1747.748031,1703.409449,21.73667979,210.9448819
Miconia splendens,393,2618.939186,2699.687023,24.87296438,235.7633588
Miconia stellulata,11,1602.709091,1259.454545,21.08560606,211.5454545
Miconia terera,17,1478.141176,1780.352941,18.93897059,171.9411765
Miconia ternatifolia,80,2160.36625,2205.6125,22.38364583,212.075
Miconia tetragona,17,2389.058824,2425.058824,23.27916667,218.2941176
Miconia tetrasperma,48,2779.108333,2792.458333,25.27092014,239
Miconia theaezans,507,1533.287968,1751.441815,16.15267916,152.418146
Miconia tinifolia,177,1718.884181,1993.915254,13.92923729,128.0734463
Miconia undata,50,1624.332,1463.82,20.08975,195.46
Micrandra spruceana,125,2908.237097,3167.58871,26.15796371,243.9758065
Micropholis egensis,186,2786.766667,2843.645161,25.55766129,245.8870968
Micropholis guyanensis,423,2712.571868,2900.01182,25.08118597,237.7375887
Micropholis melinoniana,69,2781.163768,3054.695652,24.50652174,234.7681159
Micropholis sanctae-rosae,17,2537.594118,2774.764706,25.27230392,243.8823529
Micropholis venulosa,382,2824.864136,2998.133858,24.99659686,238.3884514
Minquartia guianensis,363,2963.130028,3062.23416,24.86012397,239.9283747
Mollia gracilis,80,2667.51625,2712.8125,24.97416667,239.5875
Mollinedia killipii,92,2860.451087,2935.619565,24.50262681,236.3695652
Mollinedia lanceolata,92,1646.154348,1743.445652,20.39112319,194.5217391
Mollinedia ovata,274,2112.357299,2181.864469,22.21798966,215.7069597
Mollinedia repanda,86,1427.167442,1524.034884,18.73735465,180.127907
Mollinedia tomentosa,77,2404.436364,2591.38961,19.91845238,190.5584416
Monnina connectisepala,20,1078.475,1394.3,14.88208333,132.4
Monteverdia floribunda,73,1327.815068,1234.232877,22.47962329,217.4246575
Monteverdia macrocarpa,94,2694.667021,2858.712766,23.7939273,233.7234043
Morella pubescens,585,1233.5,1434.188034,14.14061966,133.6786325
Morus alba,153,1125.787582,1079.713333,18.08499455,179.1
Morus insignis,206,1472.94466,1680.796117,16.26124595,156.0582524
Mouriri cauliflora,74,2861.539189,3005.256757,26.18704955,246.0675676
Mouriri laxiflora,13,3470.038462,3931.230769,24.43782051,240.3846154
Mouriri nigra,122,2768.266393,2902.07377,26.01195355,245.795082
Myracrodruon urundeuva,74,1177.048649,1039.851351,21.92612613,213.7837838
Myrcia aliena,123,2463.722764,2577.235772,22.53587398,216.5691057
Myrcia amazonica,64,1926.195313,2039.5625,24.16230469,233.234375
Myrcia bracteata,211,2480.481991,2590.50237,24.53730253,233.1611374
Myrcia fenzliana,38,1373.339474,1363.868421,18.98925439,181.7105263
Myrcia guianensis,300,2194.230333,2274.536667,24.879875,234.7433333
Myrcia mollis,93,1550.846237,1633.55914,19.58494624,188.4301075
Myrcia neesiana,65,2062.487692,2242.969231,21.30512821,206.0769231
Myrcia obumbrans,18,2339.622222,2534.166667,24.52222222,235.1666667
Myrcia paivae,313,2331.496805,2334.089457,23.16096912,219.0319489
Myrcia popayanensis,114,2003.018421,1979.72807,19.86334064,192.1754386
Myrcia splendens,376,2103.972606,2171.901596,22.49738475,215.2234043
Myrcia sylvatica,154,2463.627273,2599.857143,23.86774892,224.2337662
Myrcianthes karsteniana,10,1259.84,1404.1,18.04166667,164.7
Myrcianthes mato,51,999.6117647,988.2745098,18.70964052,170.5686275
Myrcianthes rhopaloides,357,1340.047619,1443.893557,13.67869981,132.7422969
Myrciaria floribunda,239,2234.01841,2273.74477,24.58617503,236.3891213
Myriocarpa laevigata,20,1308.825,1619.95,19.43,184.4
Myriocarpa stipitata,264,1827.704167,1803.950382,21.35574495,208.9885496
Myriocarpa tatei,21,1333.947619,1314.904762,16.95952381,162.8095238
Myrocarpus venezuelensis,28,1961.264286,1812.964286,22.98035714,220.8928571
Myroxylon balsamum,198,2063.706566,1932.121212,24.7452862,240.8484848
Myroxylon peruiferum,88,1144.119318,1079.227273,20.63768939,196.5681818
Myrsine andina,217,1208.285253,1407.37788,13.76766513,129.0138249
Myrsine coriacea,376,1746.436702,1852.43617,16.38254654,157.1994681
Myrsine dependens,321,1202.14891,1391.140187,11.57470145,107.6978193
Myrsine guianensis,164,1773.057927,1757.841463,19.06478659,181.0121951
Myrsine latifolia,153,1648.173856,1695.163399,18.86402505,181.0653595
Myrsine oligophylla,33,1143.524242,1583.363636,17.8354798,162.9090909
Myrsine pearcei,47,1020.089362,1395.212766,15.0108156,135.3404255
Myrsine pellucida,215,1564.607442,1623.84186,18.3630814,176.7906977
Myrsine umbellata,73,1393.910959,1492.150685,21.48687215,207.1369863
Naucleopsis capirensis,23,2491.834783,3221.478261,21.08677536,204.5652174
Naucleopsis chiguila,15,2118.333333,2192.2,22.39333333,224.6
Naucleopsis concinna,64,2619.420313,2854.53125,25.40273438,242.875
Naucleopsis glabra,222,2851.319369,2912.977477,25.33205706,243.2072072
Naucleopsis krukovii,122,2748.040164,2842.057377,25.28135246,243.9836066
Naucleopsis naga,27,2000.907407,2581.074074,19.15925926,192.9259259
Naucleopsis ulei,207,2844.207729,2968.772947,24.85305958,240.0917874
Nealchornea yapurensis,181,2714.654696,2756.392265,25.65803407,245.0110497
Nectandra acutifolia,262,2242.911069,2194.335878,20.17193066,193.0381679
Nectandra cissiflora,168,1876.745238,1986.529762,20.90071925,201.8452381
Nectandra crassiloba,30,3120.62,3425.866667,23.03847222,224.9
Nectandra cuspidata,238,2176.542017,2145.218487,23.35316877,223.2352941
Nectandra discolor,34,1535.220588,1548.941176,16.79276961,167
Nectandra guadaripo,31,2470.819355,2853.806452,22.27459677,221.9032258
Nectandra hihua,144,2023.532639,2016.652778,24.22855903,234.625
Nectandra laurel,201,1408.061692,1513.845771,17.56144279,167.761194
Nectandra lineata,69,2196.727536,2199.086957,22.59879227,217.3913043
Nectandra lineatifolia,115,1843.248696,1900.434783,19.60050725,189.6956522
Nectandra longifolia,130,1849.227692,1813.123077,22.32884615,219.1769231
Nectandra megapotamica,82,1530.395122,1434.060976,21.53902439,214.4390244
Nectandra membranacea,373,2141.156032,2213.758713,20.96873324,203.6756032
Nectandra pulverulenta,93,2085.186022,1924.860215,24.36397849,242.4301075
Nectandra reflexa,17,1988.976471,2000.117647,22.70465686,222.4117647
Nectandra reticulata,354,1891.528814,1920.769886,19.9962806,192.8778409
Nectandra subbullata,15,1086.48,1350.2,15.38277778,152.2666667
Nectandra utilis,13,1283.361538,1356.846154,17.28365385,171.1538462
Neea divaricata,292,2496.656357,2502.116838,24.87856529,238.9312715
Neea floribunda,135,2649.860741,2685.97037,25.14891975,240.0592593
Neea hermaphrodita,61,1557.895082,1405.016393,23.82035519,234.6393443
Neea macrophylla,124,2604.621774,2666.451613,24.92006048,239.0887097
Neea madeirana,17,2198.429412,2197.764706,26.11544118,253.2352941
Neea oppositifolia,23,2841.813043,2996.869565,25.14438406,248.3478261
Neea ovalifolia,106,2082.007547,2103.716981,24.04744497,233.3584906
Neea parviflora,92,2815.017391,2804.054348,25.03586957,239.2934783
Neea spruceana,185,2532.62,2513.021622,24.67849099,238.6108108
Neea virens,116,2864.781897,2921.956897,24.6939296,238.6034483
Neosprucea grandiflora,108,3191.925,3416.092593,23.2943287,228.7962963
Norantea guianensis,130,2672.76,2749.9,25.52413462,242.1230769
Nordenstamia repanda,28,840.5178571,1190.821429,11.44806548,105.7857143
Nothotalisia peruviana,59,2801.479661,2743.457627,25.30127119,244.1525424
Ochroma pyramidale,346,2092.479769,2048.742775,23.29147399,227.6676301
Ocotea aciphylla,326,2270.960736,2333.791411,23.05458845,219.6042945
Ocotea albida,53,1305.922642,1313.622642,17.86053459,168.1698113
Ocotea andina,32,1155.1875,1223.9375,16.75,159.09375
