Species,n,PPT_optimum_tc,PPT_optimum_ch,MAT_optimum_tc,MAT_optimum_ch
Abarema floribunda,30,2828.386667,2774.733333,25.69736111,242.7333333
Abarema jupunba,395,2733.215696,2712.212658,24.76734177,238.564557
Abarema killipii,41,1712.295122,1910.780488,17.65162602,163.9268293
Abatia parviflora,205,1466.60439,1430.556098,13.64465447,134.3658537
Abuta grandifolia,508,2748.360827,2922.454724,25.51108924,243.8897638
Acalypha mapirensis,29,2521.217241,2685.137931,23.18721264,224.4482759
Acalypha salicifolia,44,2427.456818,2252.022727,22.11335227,215.6818182
Acalypha stenoloba,182,1630.62033,1609.758242,20.84478022,201.9725275
Achatocarpus praecox,169,1015.960714,982.172619,21.23226687,207.8095238
Aegiphila alba,112,1904.24375,2050.544643,21.0733631,207.4821429
Aegiphila integrifolia,343,2584.690379,2574.22449,24.1792517,233.5218659
Aegiphila multiflora,43,1026.481395,1322.930233,15.2500969,139.372093
Aegiphila saltensis,18,884.4555556,1045.166667,18.54953704,163.7777778
Ageratina gloeoclada,18,876.1,952.2222222,11.85393519,118.4444444
Ageratina popayanensis,146,2243.823288,2404.472603,15.84831621,151.3013699
Agonandra excelsa,70,1101.327143,1072.442857,22.83446429,223.3857143
Agonandra peruviana,61,2283.239344,2289.245902,23.13825137,225.5901639
Agouticarpa curviflora,103,2516.472816,2487.427184,23.99243528,232.6019417
Agouticarpa velutina,46,2960.358696,2952.956522,24.29519928,237.4565217
Aiouea dubia,81,1521.588889,1561.17284,15.42402263,149.7530864
Aiouea grandifolia,54,2328.711111,2258.759259,24.74097222,241.2592593
Aiouea laevis,14,1491.792857,1654.857143,21.87559524,216.2857143
Aiouea montana,67,1586.614925,1447.552239,20.09446517,192.1492537
Aiouea tomentella,19,1623.247368,1523.631579,22.96995614,223.8421053
Albizia niopoides,164,1510.02622,1385.969512,24.87708333,242.7439024
Albizia pedicellaris,24,2584.970833,2468.791667,24.82430556,242.375
Alchornea acutifolia,76,2029.221053,2060.078947,18.83958333,177.6710526
Alchornea anamariae,26,1219.003846,1154,17.81538462,165.1923077
Alchornea bogotensis,29,1865.22069,2150.310345,16.50675287,160.6551724
Alchornea brittonii,49,1240.37551,1366.142857,15.8747449,148.1632653
Alchornea floribunda,11,4157.745455,3996.363636,24.875,240.7272727
Alchornea glandulosa,581,2133.97969,2148.07401,21.46743402,208.4526678
Alchornea grandiflora,286,1778.733566,1977.597902,18.0842366,172.3111888
Alchornea grandis,88,2280.394318,2462.988636,20.24261364,196.25
Alchornea hilariana,11,2023.045455,1835.363636,22.67083333,225.7272727
Alchornea latifolia,271,2410.502222,2424.662963,21.76177469,209.4666667
Alchornea lojaensis,11,1329.727273,1610.727273,17.92007576,172.5454545
Alchornea pearcei,53,1721.196226,2028.471698,18.33632075,174.8867925
Alchornea triplinervia,394,2102.319289,2095.659898,22.08091159,212.7461929
Alchorneopsis floribunda,166,3048.966867,3154.333333,24.63280622,238.4848485
Alfaroa williamsii,18,1944.566667,2218.777778,18.29282407,178.3888889
Alibertia bertierifolia,51,2826.994118,2740.019608,26.09044118,246.3137255
Alibertia edulis,265,2196.370566,2257.762264,25.79694969,248.109434
Alibertia occidentalis,42,3167.07619,3316.714286,23.92738095,233.3571429
Alicia macrodisca,32,2278.0625,2538.03125,25.52773438,245.78125
Allophylus cobbe,13,1417.169231,1513.692308,20.97532051,207.5384615
Allophylus divaricatus,68,2569.666176,2506.691176,24.83897059,243.0882353
Allophylus edulis,269,1150.674436,1178.858779,20.50518484,197.4122137
Allophylus excelsus,64,1860.666667,1996.063492,16.89940476,164.1587302
Allophylus floribundus,205,2227.772683,2262.62439,22.30772358,217.9609756
Allophylus myrianthus,22,1459.604545,1883.909091,17.70416667,172.6818182
Allophylus peruvianus,37,2060.477778,2202.083333,21.35810185,207.9444444
Allophylus petiolulatus,36,1650.786111,1521.277778,23.21643519,227.5277778
Allophylus pilosus,111,2778.200901,2951.288288,24.2975976,236.1891892
Allophylus punctatus,102,1978.602941,1987.294118,23.2309232,224.9803922
Alnus acuminata,601,978.134609,1061.049917,13.95958819,129.7520799
Alzatea verticillata,113,1592.015929,1922.539823,18.21301622,171.159292
Amaioua corymbosa,110,2499.216364,2404.6,26.29473485,252.1909091
Amaioua guianensis,208,2233.410096,2304.0625,25.58988381,244.5673077
Amanoa oblongifolia,62,2711.885484,2888.645161,26.04045699,242.3387097
Ambelania duckei,18,2199.488889,2193.888889,25.38865741,247.4444444
Amburana cearensis,51,1475.590196,1282.27451,22.85539216,223.0392157
Ampelocera edentula,183,2646.337158,2715.502732,25.28602004,242.7868852
Ampelocera longissima,37,2662.143243,2899.621622,23.97207207,233.2972973
Ampelocera ruizii,111,1750.188288,1665.837838,24.09478228,234.7657658
Amyris macrocarpa,26,2987.557692,3077.423077,23.97435897,236.6153846
Anacardium excelsum,61,1753.222951,1680.533333,25.21448087,246.7166667
Anadenanthera colubrina,356,968.4771831,944.1323944,20.56056338,197.8901408
Anaxagorea brachycarpa,71,2965.950704,3012.760563,26.29190141,245.1549296
Anaxagorea brevipes,201,2984.195025,3163.830846,25.66805556,243.0696517
Andesanthus lepidotus,101,2007.661386,1901.821782,16.24905116,154.970297
Andira inermis,339,2785.444248,2654.629851,25.59825467,248.0358209
Andira surinamensis,87,2527.235632,2618.344828,26.47337165,251.4482759
Andira taurotesticulata,85,2737.716667,2650.904762,22.22123016,214.4166667
Aniba coto,70,2119.872857,2276.542857,19.05535714,183.6
Aniba cylindriflora,37,2373.245946,2570.459459,25.92522523,243.4324324
Aniba firmula,175,1602.688571,1654.468571,20.6592381,215.4
Aniba guianensis,141,2559.524823,2668.283688,24.04441489,230.4609929
Aniba hostmanniana,123,2726.499187,2887.243902,24.63130081,234.4471545
Aniba muca,148,1862.978378,1882.824324,19.21894707,187.6283784
Aniba panurensis,192,2479.323438,2643.666667,24.93995226,237.5989583
Aniba perutilis,46,1937.769565,2055.347826,20.52155797,196.0217391
Aniba puchury-minor,106,2718.728302,2740.971698,24.53309748,237.0471698
Aniba riparia,72,2575.236111,2650.097222,23.68564815,230.0138889
Aniba robusta,68,1974.860294,2123.852941,19.28210784,186.8676471
Aniba taubertiana,55,2691.349091,2783.236364,25.00386364,245.4909091
Annona ambotay,104,2777.570192,2949,25.53605769,243.2307692
Annona andicola,29,1421.313793,1428.965517,19.60545977,186
Annona boliviana,11,1301.590909,1122.909091,18.92159091,182.5454545
Annona cuspidata,79,2862.717722,2829.658228,25.6600211,244.3670886
Annona edulis,150,2820.883333,2894.886667,24.95952778,238.0066667
Annona emarginata,65,1365.040323,1254.822581,21.40067204,211.1290323
Annona excellens,22,2336.122727,2406.590909,25.86742424,246.1363636
Annona mucosa,277,2475.58917,2433.620939,24.11848676,234.8736462
Annona neoulei,25,1413.028,1693.56,20.66966667,191.8
Annona williamsii,21,1845.147619,1781.333333,24.64960317,244.6190476
Anomospermum chloranthum,54,2596.083333,2619.018519,24.67299383,238.2962963
Anthodiscus klugii,37,2567.064865,2705.675676,24.97218468,241
Anthodiscus peruanus,28,2527.053571,2751,24.3860119,234.0714286
Anthodiscus pilosus,25,2847.7,3029.76,25.94416667,242.44
Aparisthmium cordatum,427,2728.277283,2857.644028,24.8332943,236.3302108
Apeiba glabra,59,3171.90339,2922.033898,25.70360169,248.2033898
Apeiba membranacea,430,2995.564884,3104.531469,24.92039729,241.7972028
Apuleia leiocarpa,126,2123.749206,2096.396825,24.62533069,235.6031746
Arachnothryx lojensis,17,1532.347059,1633.647059,16.99313725,167.2941176
Aralia soratensis,47,888.1787234,822.2340426,19.12562057,179.2340426
Ardisia guianensis,285,2427.772281,2462.010563,24.32695906,236.6443662
Aspidosperma album,59,2386.257627,2453.457627,25.97252825,253.1355932
Aspidosperma capitatum,10,2316.47,2680,24.96375,236.3
Aspidosperma cylindrocarpon,96,1398.716667,1282.125,23.68333333,230.7604167
Aspidosperma excelsum,249,2757.889157,2868.02008,25.78440428,244.0080321
Aspidosperma macrocarpon,38,1691.868421,1745.868421,24.07313596,233.4210526
Aspidosperma parvifolium,42,1971.745238,2009.190476,24.46547619,239.3333333
Aspidosperma rigidum,192,2055.30625,2071.578125,23.99279514,232.8541667
Aspidosperma schultesii,93,2696.830108,2924.924731,25.69717742,242
Astronium graveolens,69,1763.324638,1671.681159,24.6053744,244.057971
Astronium lecointei,51,2274.433333,2155.862745,24.69681373,240.9215686
Axinaea alata,10,1068.37,1277.4,14.35416667,127
Axinaea colombiana,10,1629.23,2206.9,8.2775,94.8
Axinaea confusa,13,964.2384615,1234.692308,14.45448718,135.1538462
Axinaea glandulosa,15,1101.906667,1114.133333,14.60361111,142.1333333
Axinaea lanceolata,31,1112.964516,1400.032258,15.22459677,140.3548387
Axinaea macrophylla,266,1578.840226,1704.090226,13.45101817,128.2368421
Axinaea pennellii,12,1191.458333,1552.666667,14.22395833,133.6666667
Axinaea quitensis,39,1058.984615,1399.512821,12.73878205,120.2564103
Axinaea weberbaueri,11,1047.345455,1706.909091,16.78636364,146.5454545
Baccharis buchtienii,51,1043.396078,1196.176471,15.39918301,139.8039216
Baccharis oblongifolia,176,1468.5,1772.409091,16.25255682,148.4431818
Baccharis salicifolia,347,813.6766571,803.4749263,17.37012488,169.339233
Banara guianensis,484,2290.819462,2396.347826,21.49006211,208.7681159
Banara nitida,89,2705.358427,2773.786517,23.98955993,233.4382022
Banara tomentosa,37,1717.221622,1586.108108,21.07623874,212
Banisteriopsis muricata,323,1786.16118,1670.782609,23.2489648,227.2732919
Banisteriopsis padifolia,62,1878.966129,2041.854839,19.67459677,186.5645161
Barnadesia caryophylla,22,1404.913636,1521.818182,19.19318182,184.6818182
Barnadesia corymbosa,49,1119.793878,1396.122449,19.19761905,177.3673469
Bathysa australis,21,1301.966667,961.1428571,18.95734127,187.2380952
Batocarpus costaricensis,98,2352.39898,2303.040816,24.95518707,245.1836735
Batocarpus orinocensis,182,2824.057692,2925.467033,24.33321886,235.6593407
Bauhinia tarapotensis,186,2872.263441,2880.086957,24.66662186,239.4402174
Bauhinia tuichiensis,11,1653.509091,1227.818182,22.19507576,219.7272727
Beilschmiedia latifolia,65,1584.270769,1818.461538,17.94596154,167.0923077
Beilschmiedia pendula,52,2317.617308,2382.076923,19.46722756,192.4807692
Beilschmiedia sulcata,26,1577.796154,1645.384615,19.75897436,187.4230769
Beilschmiedia tovarensis,216,1646.647685,1664.458333,18.68904321,180.8981481
Bejaria aestuans,515,1216.30932,1367.108738,16.8347411,155.3495146
Bellucia klugii,20,2914.58,3201.75,24.268125,235.95
Bellucia pentamera,440,2650.632273,2605.559091,24.39449811,236.775
Bignonia hyacinthina,27,1790.711111,1694.333333,25.26111111,248.4074074
Bignonia uleana,74,1819.409459,1682.351351,24.21891892,238.2972973
Billia rosea,190,2170.734737,2254.878947,18.41127193,176.8315789
Blakea multiflora,104,1366.17767,1519.019417,18.73527508,175.368932
Blakea quadrangularis,116,2465.149138,2495.060345,16.51332615,152.0689655
Blepharocalyx salicifolius,191,955.7368421,1008.759358,18.12578947,169.1818182
Bocconia frutescens,319,1608.8,1562.423197,15.51231714,152.5673981
Boehmeria caudata,463,1787.258351,1831.94577,18.40808026,178.0737527
Boehmeria ulmifolia,93,1540.845161,1590.989247,19.72213262,187.516129
Bomarea multiflora,433,1271.411085,1422.443418,11.88906851,114.7090069
Bonyunia pulchra,13,2008.261538,1818.538462,24.76987179,241.2307692
Bougainvillea modesta,30,1337.436667,1113.9,22.53472222,221.0333333
Bougainvillea stipitata,160,733.20875,763.9125,18.14643229,172.14375
Bravaisia integerrima,64,1424.64375,1248.234375,26.49661458,257.4375
Brosimum alicastrum,127,1838.646032,1783.952381,24.48964947,241.3174603
Brosimum guianense,272,2364.703676,2472.051471,24.70991115,239.0404412
Brosimum lactescens,388,2512.005928,2606.123711,25.15327534,241.6546392
Brosimum multinervium,20,2468.28,2416.35,24.70479167,241.9
Brosimum potabile,36,2915.411111,3134.194444,25.97384259,244.9722222
Brosimum rubescens,171,2876.88655,3002.19883,25.76069688,244.7602339
Brosimum utile,407,3024.975862,3162.578164,24.7128592,237.3746898
Brownea ucayalina,10,3483.87,3529,23.62833333,235.4
Brunellia boliviana,41,1108.665854,1367.097561,13.98831301,130.2439024
Brunellia comocladifolia,102,1906.781373,2078.529412,17.93668301,174.6568627
Brunellia dulcis,14,1244.835714,1792.285714,19.18303571,177.7142857
Brunellia goudotii,77,1899.933766,2084.74026,13.30746753,133.1298701
Brunellia inermis,42,1173.754762,1759.452381,16.09047619,142.047619
Brunellia littlei,13,1961.161538,2002,18.82051282,186.5384615
Brunellia rhoides,32,1109.409375,1150.125,15.57356771,152.40625
Brunellia sibundoya,71,1857.877465,1929.211268,15.66244131,150.8732394
Brunellia stenoptera,30,1962.443333,1883.1,19.88055556,195.0333333
Brunellia subsessilis,37,2485.694595,2428.162162,16.78637387,155.0810811
Brunellia tomentosa,44,1393.875,1759.227273,14.01060606,135.1590909
Brunellia trianae,26,2577.173077,2610.730769,16.81057692,157.3076923
Brunellia weberbaueri,17,1367.876471,1796.352941,19.42598039,173.2941176
Bunchosia argentea,180,2469.889444,2484.605556,22.10571759,215.4388889
Bunchosia armeniaca,215,2224.666512,2218.925581,21.64106589,210.7581395
Byrsonima arthropoda,131,2539.745802,2603.938931,24.52808524,236.0458015
Byrsonima nemoralis,21,4770.12381,4913,24.19761905,234.55
Byrsonima poeppigiana,48,2623.922917,2603.979167,25.2078125,241.5625
Byrsonima putumayensis,51,2962.347059,3329.901961,24.09493464,235.8823529
Byrsonima spicata,295,2431.772542,2373.257627,25.47196328,243.7661017
Cabralea canjerana,187,2343.229412,2388.914439,22.29821747,218.197861
Calatola costaricensis,224,2152.907589,2353.308036,21.15027902,206.5446429
Calliandra chulumania,17,1674.764706,1169.294118,22.01470588,219.3529412
Calliandra trinervia,223,2628.606278,2616.125561,22.32683109,218.2242152
Calophyllum brasiliense,247,2270.526721,2301.700405,24.24095816,234.7489879
Calophyllum longifolium,49,2885.089796,3139.979167,25.04311224,240.125
Calycolpus moritzianus,133,2055.447368,2087.676692,19.81184211,191.1503759
Calycophyllum spruceanum,138,2398.735507,2455.202899,24.83016304,240.9565217
Calyptranthes concinna,37,1492.281081,1490.945946,18.70011261,185.6486486
Calyptranthes crebra,30,2406.803333,2368.366667,25.41083333,242.8
Calyptranthes cuspidata,23,2671.656522,2826.782609,25.33876812,240.3043478
Calyptranthes longifolia,41,2298.585366,2205.243902,24.79573171,242.3170732
Calyptranthes paniculata,28,2486.975,2517.321429,25.07886905,245.4285714
Calyptranthes pulchella,57,2475.322807,2836.578947,24.44071637,224.1578947
Calyptranthes simulata,52,2706.555769,2719.557692,25.06658654,240.5192308
Calyptranthes tessmannii,35,2514.528571,2701.114286,23.61809524,227.5714286
Campomanesia lineatifolia,58,2168.939655,2178.551724,22.99806034,224.1551724
Capirona decorticans,98,2693.1,2841.489796,25.01526361,237.2653061
Capparidastrum coimbranum,76,1327.007895,1176.065789,22.58766447,218.3947368
Capparidastrum osmanthum,52,2745.709615,2936.865385,25.34503205,246.5576923
Capparis detonsa,132,2882.359091,2994.643939,23.64352904,226.9545455
Carapa guianensis,139,2387.133813,2488.194245,23.69070743,230.7194245
Carapa megistocarpa,28,2229.739286,2373.892857,21.58497024,215.3571429
Carica papaya,992,1591.785354,1472.561741,22.49120791,222.242915
Cariniana estrellensis,79,1510.53038,1408.379747,22.76555907,220.2658228
Cariniana ianeirensis,21,1559.285714,1241.285714,22.55634921,224.1904762
Cariniana multiflora,13,2523.653846,2403.230769,25.18685897,236.8461538
Caryocar amygdaliforme,27,2378.755556,2207.740741,24.57237654,236.4074074
Caryocar dentatum,23,1333.330435,1108.956522,20.28097826,200.5652174
Caryocar glabrum,327,2807.922936,2849.987768,24.73994648,236.0856269
Caryocar pallidum,23,2777.943478,2808.521739,25.12463768,240.4347826
Caryodaphnopsis theobromifolia,34,2008.658824,2010.911765,22.01004902,219.3529412
Caryodendron orinocense,178,2870.564045,2917.94382,24.28007959,234.7752809
Casearia arborea,519,2697.525241,2697.876448,24.4646596,235.8687259
Casearia cajambrensis,29,2421.448276,2742.689655,19.92227011,189.9655172
Casearia commersoniana,111,2674.544144,2612.540541,26.45281532,249.036036
Casearia decandra,171,1947.418129,1920.923977,23.4878655,228.9649123
Casearia gossypiosperma,93,1595.186022,1553.032258,24.07956989,234.9032258
Casearia javitensis,552,2748.830616,2825.634058,25.37443388,241.6865942
Casearia mariquitensis,163,2277.041718,2338.325153,24.20416667,234
Casearia megacarpa,31,2192.145161,2284.451613,20.34610215,197.3225806
Casearia pitumba,313,2783.863578,2864.412141,24.63635517,237.7028754
Casearia prunifolia,116,2723.585345,2897.043103,23.04766523,222.9310345
Casearia quinduensis,42,1727.592857,1902.190476,16.52152778,154.3333333
Casearia sylvestris,714,1933.679692,1897.011204,23.72288165,230.8207283
Casearia tachirensis,37,1761.218919,2042.783784,18.25957207,172.9189189
Casearia ulmifolia,167,2581.275449,2649.856287,25.61863772,243.2275449
Casearia zahlbruckneri,40,1619.9525,2038.775,17.1925,168.05
Cassipourea peruviana,82,2835.786585,2827.890244,25.73409553,245.0365854
Castilla elastica,115,2119.889565,2163.243478,23.61485507,232.1391304
Castilla ulei,74,2645.287838,2847.094595,25.21829955,243.9189189
Cavendishia bracteata,819,1266.850549,1453.848596,14.65777371,138.6129426
Cavendishia tarapotana,242,2572.102893,2766.31405,18.94450758,184.7644628
Cecropia andina,30,1419.453333,1491.333333,16.98208333,167.6
Cecropia angustifolia,278,1875.386331,1888.73741,19.83451739,191.1546763
Cecropia distachya,89,2704.606742,2891.05618,25.6201779,240.505618
Cecropia engleriana,157,2637.949045,2787.840764,24.55570594,236.866242
Cecropia ficifolia,88,2939.428409,3126.420455,24.96628788,237.9659091
Cecropia herthae,27,2844.592593,3172.407407,22.6587963,223.9259259
Cecropia insignis,94,2975.826596,2645.659574,24.13453014,236.9361702
Cecropia membranacea,163,2697.51411,2714.564417,24.82845092,240.0245399
Cecropia polystachya,64,1633.582813,1586.21875,22.73313802,222.796875
Cecropia putumayonis,51,2801.566667,2813.784314,23.16486928,227.6666667
Cecropia sciadophylla,235,2775.724681,2797.740426,25.02074468,240.6297872
Cecropia strigosa,32,1736.25625,1758.6875,20.95286458,199.375
Cecropia tacuna,50,1169.526,1325.44,17.03566667,160.38
Cecropia telenitida,95,1967.82,1918.2,17.04412281,166.2842105
Cedrela fissilis,180,1652.397222,1623.75,22.3449537,219.2944444
Cedrela montana,245,1493.437143,1508.738776,14.60260204,144.1673469
Cedrela nebulosa,53,1641.396226,1753.679245,18.23993711,175.7924528
Cedrela odorata,359,2214.462291,2237.260504,23.19456471,226.442577
Cedrelinga cateniformis,169,2683.315976,2743.704142,24.98683432,239.5502959
Ceiba boliviana,73,1175.084932,1010.561644,19.99594749,191.1232877
Ceiba pentandra,160,2426.334375,2480.35,25.00875,244.4125
Ceiba samauma,139,2252.056835,2204.676259,24.46294964,239.1726619
Ceiba speciosa,159,1350.882911,1283.544872,20.95487869,206.9230769
Celtis iguanaea,660,1795.14253,1810.712977,23.08238059,223.7221374
Celtis loxensis,31,1212.032258,902.1935484,21.14623656,209.6129032
Celtis schippii,249,2425.016064,2459.305221,24.5605087,239.3453815
Centronia laurifolia,59,1733.464407,1701.20339,21.39477401,202.8983051
Cespedesia spathulata,297,3047.426263,3126.166667,24.71756453,238.0680272
Cestrum conglomeratum,98,1237.056122,1498.255102,16.02219388,148.4591837
Cestrum humboldtii,103,1674.127184,1790.271845,15.84987864,156.368932
Cestrum megalophyllum,121,2192.512397,2398.107438,21.02224518,206.7190083
Cestrum schlechtendalii,352,2259.17017,2285.190341,22.30720881,217.1789773
Chaetocarpus myrsinites,115,1392.213043,1379.895652,23.23242754,238.9652174
Cheiloclinium cognatum,279,2328.545324,2345.574007,24.92386091,240.6534296
Chimarrhis glabriflora,94,2602.056383,2628.446809,23.9731383,234.5531915
Chimarrhis hookeri,158,2702.729114,2768.835443,24.33156646,236.6962025
Chimarrhis parviflora,92,3048.547826,3222.478261,24.86671196,245.4565217
Chione venosa,25,2495.308,2651.916667,24.545,239.0833333
Chomelia paniculata,59,1966.083051,2086.457627,23.8180791,232.5932203
Chomelia tenuiflora,131,2486.866412,2649.931298,23.79837786,228.6183206
Chrysochlamys colombiana,199,2344.065829,2330.693467,17.65353853,172.0753769
Chrysochlamys macrophylla,60,2297.903333,2181.8,22.37777778,219.7
Chrysochlamys membranacea,229,3054.209607,3200.614035,23.54636099,228.6535088
Chrysochlamys nicaraguensis,26,4114.784615,4280.24,23.34791667,225.6
Chrysochlamys ulei,38,2450.457895,2286.631579,24.37039474,238.5263158
Chrysochlamys weberbaueri,195,2434.380513,2292.14359,23.75831197,229.5282051
Chrysophyllum amazonicum,64,2995.253125,3234.578125,24.79928385,238.1875
Chrysophyllum argenteum,405,2426.919506,2442.252475,24.38145062,236.3737624
Chrysophyllum gonocarpum,185,1225.34918,1163.52459,21.6476776,209.3606557
Chrysophyllum lanatum,13,1250.215385,1392.538462,13.22211538,129.2307692
Chrysophyllum lucentifolium,51,1952.947059,1974.784314,24.91380719,241.5098039
Chrysophyllum manaosense,66,2910.213636,2981.106061,25.29564394,242.4848485
Chrysophyllum marginatum,136,1271.182353,1238.213235,20.30349265,197.2941176
Chrysophyllum pomiferum,28,2914.546429,3168.285714,25.21190476,242.9285714
Chrysophyllum prieurii,68,2782.379412,2941.191176,25.46636029,241.9558824
Chrysophyllum sanguinolentum,204,2681.9,2819.014706,24.95381944,234.9215686
Chrysophyllum venezuelanense,188,2581.322872,2683.582888,23.78687943,232.657754
Cinchona antioquiae,14,2336.535714,2740.571429,18.05386905,168.2142857
Cinchona calisaya,97,1220.446392,1287.453608,17.70176117,167.9072165
Cinchona hirsuta,20,1170.27,1844.55,17.88416667,157.55
Cinchona macrocalyx,60,1193.918333,1261.366667,15.49,145.0666667
Cinchona micrantha,18,1522.944444,1584.388889,19.94930556,185.7222222
Cinchona pubescens,452,1647.858407,1793.294248,16.6985896,160.4646018
Cinchonopsis amazonica,47,2451.52766,2469.893617,25.24707447,240.106383
Cissus trianae,136,1482.652941,1746.051471,17.27034314,159.6985294
Citharexylum laurifolium,19,919.7789474,888.9473684,13.47565789,127.9473684
Citronella apogon,48,846.9666667,848.1666667,19.39956597,173.4375
Citronella incarum,231,2065.419913,2178.978355,19.46174242,187.6320346
Citrus maxima,44,2086.15,2069.204545,20.21837121,194.9545455
Clarisia biflora,349,2215.098281,2118.936782,23.10015521,227.0086207
Clarisia racemosa,315,2381.778413,2364.803175,24.14268519,234.7873016
Clavija macrocarpa,22,1458,1745.818182,21.32575758,200.1363636
Clavija nutans,46,1447.352174,1198.217391,22.05860507,219.1956522
Clavija procera,23,3327.747826,3523.956522,23.84800725,238.4347826
Clethra cardenasii,24,851.4875,1172.291667,14.70607639,132.7083333
Clethra castaneifolia,38,1166.026316,1349.868421,19.25690789,179.6578947
Clethra cuneata,85,1050.222353,1239.635294,14.47583333,135.8352941
Clethra elongata,34,1414.058824,1432.411765,19.10134804,182.4705882
Clethra fagifolia,232,1856.395259,2078.508621,16.1671875,154.1681034
Clethra ferruginea,52,1047.65,1385.057692,13.63149038,121.7884615
Clethra obovata,68,1526.108824,1658.441176,18.30116422,170.7058824
Clethra ovalifolia,153,1405.008497,1563.666667,13.10324074,124.3529412
Clethra pedicellaris,49,1332.577551,1678.734694,18.61386054,174.7142857
Clethra peruviana,27,1083.177778,1176.888889,15.10200617,136.962963
Clethra revoluta,240,1504.552917,1726.079167,16.01578125,150.575
Clethra scabra,127,992.2007874,1072.267717,18.53116798,168.8346457
Clidemia septuplinervia,279,3026.346237,3144.415162,25.00807945,242.8375451
Clusia alata,221,1875.611312,1980.497738,16.22699849,156.0904977
Clusia candelabrum,31,2916.645161,2879.774194,26.94919355,246.3548387
Clusia colombiana,19,2077.889474,2289.421053,17.32982456,176.3684211
Clusia cuneifolia,48,2547.21875,2757.270833,17.87847222,168.7708333
Clusia ducu,114,1848.460526,1998.763158,16.31253655,152.122807
Clusia ducuoides,193,2040.796891,2166.865285,17.29294041,162.4611399
Clusia elliptica,142,1526.880282,1709.225352,13.90446009,128.0633803
Clusia elongata,16,1192.88125,1082.5625,17.25,166.8125
Clusia flavida,174,2831.095977,2952.901163,24.48814655,235.6104651
Clusia hammeliana,273,2960.137363,3108.736264,24.28724054,234.3040293
Clusia haughtii,105,2677.147619,2677.009615,22.66376984,220.4423077
Clusia lechleri,64,1112.817188,1063.0625,19.06035156,181.265625
Clusia lineata,184,2977.989674,3092.652174,22.25407609,216.8695652
Clusia multiflora,249,1626.833735,1742.722892,15.63090696,147.6064257
Clusia pachamamae,11,1156.781818,1131.090909,16.07121212,151
Clusia pallida,92,2885.163043,2931.23913,22.67160326,220.5
Clusia palmicida,115,2715.146491,2810.096491,24.89444444,234.2280702
Clusia pavonii,16,1170.5,1489.125,17.43828125,153.75
Clusia sphaerocarpa,84,1034.463095,1195.440476,15.90491071,144.4166667
Clusia ternstroemioides,13,875.5230769,913.4615385,10.62339744,113.3846154
Clusia thurifera,41,2156.412195,2337.390244,18.66229675,176.0731707
Clusia trochiformis,141,1547.175887,1664.546099,18.5857565,175.7234043
Coccoloba mollis,186,2285.371505,2284.446237,24.46034946,237.4623656
Coccoloba peruviana,55,2189.689091,2010.545455,24.21757576,236.4
Cochlospermum vitifolium,140,1250.27,1265.007194,24.84571429,243.294964
Colubrina retusa,22,1590.413636,1573.136364,22.01287879,218.7272727
Compsoneura capitellata,221,3017.317195,3243.832579,24.70118778,236.8778281
Compsoneura sprucei,181,3019.382873,3204.104972,25.21470994,239.6132597
Conceveiba guianensis,209,2821.065072,2904.038278,25.94998006,245.2822967
Conceveiba martiana,55,2974.461818,3084.509091,26.26924242,245.7636364
Conceveiba rhytidocarpa,138,3028.845652,3141.5,25.12829106,242.7101449
Conceveiba terminalis,82,2676.586585,2764,25.73612805,242.5243902
Condaminea corymbosa,363,1967.174105,1985.272727,20.63621442,201.7465565
Condaminea elegans,12,1995.05,2087.75,23.75659722,227
Connarus ruber,154,2758.873377,2852.792208,26.40132576,247.5844156
Conostegia apiculata,14,2524.592857,3318.142857,21.01696429,209.4285714
Copaifera langsdorffii,32,1529.871875,1726.71875,24.24505208,235.78125
Copaifera paupera,17,1967.305882,1895.235294,24.95269608,248.7647059
Copaifera reticulata,65,2062.856923,2092.015385,25.0024359,243.2615385
Cordia alliodora,419,1825.846062,1789.184211,23.49185561,228.8851675
Cordia bicolor,233,2338.002146,2328.420601,25.56545064,244.7424893
Cordia bogotensis,58,2178.041379,2043.482759,19.55086207,189.9482759
Cordia cymosa,25,3330.308,3789.28,22.7465,224.16
Cordia diversifolia,140,2276.715,2064.971429,25.56574405,252.7642857
Cordia hebeclada,112,2360.121429,2523.794643,24.08824405,234.4375
Cordia lomatoloba,36,2442.133333,2498.472222,24.39074074,237.9722222
Cordia panamensis,127,2464.4,2420.393701,24.22752625,233.6377953
Cordia toqueve,40,2127.85,2278.05,24.01833333,232.525
Cordia ucayaliensis,103,2649.500971,2770.407767,24.06537217,232.3398058
Cordiera montana,18,1315.622222,1782.833333,18.36296296,166.7777778
Couepia chrysocalyx,162,2773.592593,2908.141975,24.01193416,231.0987654
Couepia obovata,41,2741.578049,2824.707317,25.84542683,245.195122
Couepia williamsii,28,2658.182143,2700.107143,25.80997024,245.6071429
Couma macrocarpa,261,3072.35364,3179.107692,26.04545019,246.7538462
Coussapoa cinnamomifolia,31,2575.603226,2622.870968,21.86760753,213.8387097
Coussapoa contorta,68,2728.319118,2803.544118,21.146875,209.4852941
Coussapoa crassivenosa,47,2357.287234,2509.297872,22.16968085,214.0212766
Coussapoa manuensis,10,1929.11,1527.1,22.8725,221.2
